participant_type,participant_id,model_name,encoding_type,maze_size,maze_shape,solve_rate,solve_trials,recognize_rate,recognize_trials,generate_rate,generate_trials,edit_distance_mean,edit_distance_median,edit_distance_std
human,20030722,human,visual,5x5,cross,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20030722,human,visual,5x5,spiral,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20030722,human,visual,5x5,square,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20030722,human,visual,5x5,triangle,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20030722,human,visual,7x7,C,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20030722,human,visual,7x7,Z,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20030722,human,visual,7x7,cross,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20030722,human,visual,7x7,spiral,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20030722,human,visual,7x7,square,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20030722,human,visual,7x7,triangle,1.0,1,1.0,1,1.0,1,0.1836734693877551,0.1836734693877551,
human,20031016,human,visual,5x5,C,1.0,2,1.0,2,0.5,2,0.0,0.0,
human,20031016,human,visual,5x5,Z,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20031016,human,visual,5x5,cross,1.0,2,1.0,2,1.0,2,0.0,0.0,0.0
human,20031016,human,visual,5x5,spiral,1.0,2,1.0,2,1.0,2,0.0,0.0,0.0
human,20031016,human,visual,5x5,square,1.0,2,1.0,2,1.0,2,0.0,0.0,0.0
human,20031016,human,visual,5x5,triangle,1.0,2,1.0,2,1.0,2,0.12,0.12,0.16970562748477142
human,20031016,human,visual,7x7,C,1.0,1,1.0,1,1.0,1,0.16326530612244897,0.16326530612244897,
human,20031016,human,visual,7x7,Z,1.0,1,1.0,1,1.0,1,0.24489795918367346,0.24489795918367346,
human,20031016,human,visual,7x7,cross,1.0,1,1.0,1,1.0,1,0.12244897959183673,0.12244897959183673,
human,20031016,human,visual,7x7,spiral,1.0,1,1.0,1,1.0,1,0.08163265306122448,0.08163265306122448,
human,20031016,human,visual,7x7,square,1.0,1,1.0,1,1.0,1,0.20408163265306123,0.20408163265306123,
human,20031016,human,visual,7x7,triangle,1.0,1,1.0,1,1.0,1,0.22448979591836735,0.22448979591836735,
human,20040130,human,visual,5x5,C,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040130,human,visual,5x5,Z,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040130,human,visual,5x5,cross,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040130,human,visual,5x5,spiral,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040130,human,visual,5x5,square,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040130,human,visual,5x5,triangle,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040130,human,visual,7x7,C,1.0,1,1.0,1,1.0,1,0.16326530612244897,0.16326530612244897,
human,20040130,human,visual,7x7,Z,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040130,human,visual,7x7,cross,1.0,1,1.0,1,1.0,1,0.20408163265306123,0.20408163265306123,
human,20040130,human,visual,7x7,spiral,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040130,human,visual,7x7,square,1.0,1,1.0,1,1.0,1,0.20408163265306123,0.20408163265306123,
human,20040130,human,visual,7x7,triangle,1.0,1,1.0,1,1.0,1,0.1836734693877551,0.1836734693877551,
human,20040519,human,visual,5x5,C,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040519,human,visual,5x5,Z,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040519,human,visual,5x5,cross,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040519,human,visual,5x5,spiral,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040519,human,visual,5x5,square,1.0,2,1.0,2,1.0,1,0.0,0.0,
human,20040519,human,visual,5x5,triangle,1.0,1,1.0,1,1.0,1,0.36,0.36,
human,20040519,human,visual,7x7,C,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040519,human,visual,7x7,Z,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040519,human,visual,7x7,cross,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040519,human,visual,7x7,spiral,1.0,1,1.0,1,1.0,1,0.08163265306122448,0.08163265306122448,
human,20040519,human,visual,7x7,square,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040519,human,visual,7x7,triangle,0.0,1,1.0,1,1.0,1,0.061224489795918366,0.061224489795918366,
human,20040611,human,visual,5x5,C,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,5x5,Z,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,5x5,cross,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,5x5,spiral,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,5x5,square,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,5x5,triangle,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,7x7,C,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,7x7,Z,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,7x7,cross,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,7x7,spiral,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,7x7,square,1.0,1,1.0,1,1.0,1,0.0,0.0,
human,20040611,human,visual,7x7,triangle,1.0,1,1.0,1,1.0,1,0.14285714285714285,0.14285714285714285,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,5x5,C,0.9466666666666667,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,5x5,Z,0.7133333333333334,150,0.14,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,5x5,cross,0.78,150,0.08666666666666667,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,5x5,spiral,0.5,150,0.02666666666666667,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,5x5,square,0.9266666666666666,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,5x5,triangle,0.8933333333333333,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,7x7,C,0.92,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,7x7,Z,0.7733333333333333,150,0.5333333333333333,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,7x7,cross,0.38,150,0.04,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,7x7,spiral,0.64,150,0.08,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,7x7,square,0.8733333333333333,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_coord_list,claude-3.5-sonnet,coord_list,7x7,triangle,0.76,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,C,0.8,150,0.0,150,0.32,150,0.6,0.6,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,Z,0.2,150,0.22,150,0.2,150,0.4799999999999999,0.48,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,cross,0.25333333333333335,150,0.0,150,0.1,150,0.64,0.64,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,spiral,0.0,141,0.0,141,0.20567375886524822,141,0.32321428571428573,0.32,0.03401680257083046
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,square,0.54,150,0.0,150,0.16,150,0.52,0.52,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,5x5,triangle,0.38666666666666666,150,0.0,150,0.08666666666666667,150,0.64,0.64,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,7x7,C,0.49333333333333335,150,0.0,150,0.09333333333333334,150,0.8571428571428571,0.8571428571428571,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,7x7,Z,0.43333333333333335,150,0.31333333333333335,150,0.11333333333333333,150,0.7959183673469388,0.7959183673469388,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,7x7,cross,0.28,150,0.02666666666666667,150,0.006666666666666667,150,0.8979591836734694,0.8979591836734694,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,7x7,spiral,0.30666666666666664,150,0.0,150,0.14666666666666667,150,0.6509885204081632,0.6530612244897959,0.023449969784247744
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,7x7,square,0.4866666666666667,150,0.0,150,0.08,150,0.8367346938775511,0.8367346938775511,0.0
llm,claude-3.5-sonnet_matrix,claude-3.5-sonnet,matrix,7x7,triangle,0.3933333333333333,150,0.0,150,0.05333333333333334,150,0.8367346938775511,0.8367346938775511,0.0
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,5x5,C,0.8,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,5x5,Z,0.9066666666666666,150,0.02,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,5x5,cross,0.34,150,0.02,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,5x5,spiral,0.24,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,5x5,square,0.58,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,5x5,triangle,0.48,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,7x7,C,0.82,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,7x7,Z,0.54,150,0.07333333333333333,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,7x7,cross,0.36666666666666664,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,7x7,spiral,0.4,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,7x7,square,0.7266666666666667,150,0.0,150,0.0,150,,,
llm,claude-3.5-sonnet_vision,claude-3.5-sonnet,vision,7x7,triangle,0.58,150,0.0,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,5x5,C,0.9466666666666667,150,0.0,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,5x5,Z,0.7133333333333334,150,0.14,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,5x5,cross,0.78,150,0.08666666666666667,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,5x5,spiral,0.5,150,0.02666666666666667,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,5x5,square,0.9266666666666666,150,0.0,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,5x5,triangle,0.8933333333333333,150,0.0,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,7x7,C,0.92,150,0.0,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,7x7,Z,0.7733333333333333,150,0.5333333333333333,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,7x7,cross,0.38,150,0.04,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,7x7,spiral,0.64,150,0.08,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,7x7,square,0.8733333333333333,150,0.0,150,0.0,150,,,
llm,claude-4-opus_coord_list,claude-4-opus,coord_list,7x7,triangle,0.76,150,0.0,150,0.0,150,,,
llm,claude-4-opus_matrix,claude-4-opus,matrix,5x5,C,0.8,150,0.0,150,0.32,150,0.6,0.6,0.0
llm,claude-4-opus_matrix,claude-4-opus,matrix,5x5,Z,0.2,150,0.22,150,0.2,150,0.4799999999999999,0.48,0.0
llm,claude-4-opus_matrix,claude-4-opus,matrix,5x5,cross,0.25333333333333335,150,0.0,150,0.1,150,0.64,0.64,0.0
llm,claude-4-opus_matrix,claude-4-opus,matrix,5x5,spiral,0.0,141,0.0,141,0.20567375886524822,141,0.32321428571428573,0.32,0.03401680257083046
llm,claude-4-opus_matrix,claude-4-opus,matrix,5x5,square,0.54,150,0.0,150,0.16,150,0.52,0.52,0.0
llm,claude-4-opus_matrix,claude-4-opus,matrix,5x5,triangle,0.38666666666666666,150,0.0,150,0.08666666666666667,150,0.64,0.64,0.0
llm,claude-4-opus_matrix,claude-4-opus,matrix,7x7,C,0.49333333333333335,150,0.0,150,0.09333333333333334,150,0.8571428571428571,0.8571428571428571,0.0
llm,claude-4-opus_matrix,claude-4-opus,matrix,7x7,Z,0.43333333333333335,150,0.31333333333333335,150,0.11333333333333333,150,0.7959183673469388,0.7959183673469388,0.0
llm,claude-4-opus_matrix,claude-4-opus,matrix,7x7,cross,0.28,150,0.02666666666666667,150,0.006666666666666667,150,0.8979591836734694,0.8979591836734694,0.0
llm,claude-4-opus_matrix,claude-4-opus,matrix,7x7,spiral,0.30666666666666664,150,0.0,150,0.14666666666666667,150,0.6509885204081632,0.6530612244897959,0.023449969784247744
llm,claude-4-opus_matrix,claude-4-opus,matrix,7x7,square,0.4866666666666667,150,0.0,150,0.08,150,0.8367346938775511,0.8367346938775511,0.0
llm,claude-4-opus_matrix,claude-4-opus,matrix,7x7,triangle,0.3933333333333333,150,0.0,150,0.05333333333333334,150,0.8367346938775511,0.8367346938775511,0.0
llm,claude-4-opus_vision,claude-4-opus,vision,5x5,C,1.0,150,0.0,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,5x5,Z,1.0,150,0.07333333333333333,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,5x5,cross,1.0,150,0.013333333333333334,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,5x5,spiral,0.72,150,0.0,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,5x5,square,1.0,150,0.0,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,5x5,triangle,1.0,150,0.0,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,7x7,C,0.9,150,0.0,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,7x7,Z,0.8066666666666666,150,0.07333333333333333,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,7x7,cross,0.9533333333333334,150,0.02,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,7x7,spiral,0.68,150,0.0,149,0.0,149,,,
llm,claude-4-opus_vision,claude-4-opus,vision,7x7,square,0.98,150,0.0,150,0.0,150,,,
llm,claude-4-opus_vision,claude-4-opus,vision,7x7,triangle,0.9666666666666667,150,0.0,149,0.0,149,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,5x5,C,0.9733333333333334,150,0.31333333333333335,150,0.0,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,5x5,Z,0.9266666666666666,150,0.58,150,0.0,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,5x5,cross,0.9866666666666667,150,0.0,150,0.02,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,5x5,spiral,0.7733333333333333,150,0.0,150,0.0,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,5x5,square,0.88,150,0.0,150,0.1,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,5x5,triangle,0.8333333333333334,150,0.0,150,0.20666666666666667,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,7x7,C,0.9066666666666666,150,0.07333333333333333,150,0.0,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,7x7,Z,0.88,150,0.88,150,0.0,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,7x7,cross,0.52,150,0.0,150,0.0,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,7x7,spiral,0.6733333333333333,150,0.43333333333333335,150,0.0,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,7x7,square,0.9066666666666666,150,0.0,150,0.0,150,,,
llm,gpt-4o_coord_list,gpt-4o,coord_list,7x7,triangle,0.82,150,0.0,150,0.0,150,,,
llm,gpt-4o_matrix,gpt-4o,matrix,5x5,C,0.8933333333333333,150,0.006666666666666667,150,0.14,150,0.398125,0.4,0.06580512868029299
llm,gpt-4o_matrix,gpt-4o,matrix,5x5,Z,0.6266666666666667,150,0.62,150,0.23333333333333334,150,0.41380530973451324,0.4,0.05549000206071229
llm,gpt-4o_matrix,gpt-4o,matrix,5x5,cross,0.72,150,0.0,150,0.19333333333333333,150,0.6366942148760331,0.64,0.015988976919118696
llm,gpt-4o_matrix,gpt-4o,matrix,5x5,spiral,0.6333333333333333,150,0.0,150,0.18666666666666668,150,0.571900826446281,0.56,0.23936831470068173
llm,gpt-4o_matrix,gpt-4o,matrix,5x5,square,0.98,150,0.0,150,0.03333333333333333,150,0.424,0.4,0.07399008294427517
llm,gpt-4o_matrix,gpt-4o,matrix,5x5,triangle,0.7133333333333334,150,0.0,150,0.11333333333333333,150,0.4418604651162791,0.44,0.09693560557352997
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,C,0.5666666666666667,150,0.0,150,0.013333333333333334,150,0.6665728360309641,0.673469387755102,0.048055620804072
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,Z,0.76,150,0.8666666666666667,150,0.02,150,0.585266983505731,0.5918367346938775,0.0512904846967766
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,cross,0.7,150,0.0,150,0.006666666666666667,150,0.7577044240514997,0.7551020408163265,0.04138385030253163
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,spiral,0.5866666666666667,150,0.09333333333333334,150,0.02,150,0.41970443349753694,0.42857142857142855,0.0794351979608907
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,square,0.76,150,0.0,150,0.05333333333333334,150,0.6357142857142857,0.6530612244897959,0.06236038253037373
llm,gpt-4o_matrix,gpt-4o,matrix,7x7,triangle,0.7866666666666666,150,0.0,150,0.006666666666666667,150,0.6554054054054054,0.6530612244897959,0.054310085074973743
llm,llama-3.1_coord_list,llama-3.1,coord_list,5x5,C,0.9,150,0.006666666666666667,150,0.0,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,5x5,Z,0.5533333333333333,150,0.7666666666666667,150,0.0,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,5x5,cross,0.17333333333333334,150,0.0,150,0.0,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,5x5,spiral,0.5333333333333333,150,0.0,149,0.0,149,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,5x5,square,0.7133333333333334,150,0.013333333333333334,150,0.0,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,5x5,triangle,0.5333333333333333,150,0.0,150,0.0,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,7x7,C,0.7066666666666667,150,0.0,150,0.006666666666666667,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,7x7,Z,0.6333333333333333,150,0.24666666666666667,150,0.006666666666666667,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,7x7,cross,0.19333333333333333,150,0.0,150,0.006666666666666667,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,7x7,spiral,0.35333333333333333,150,0.013333333333333334,150,0.0,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,7x7,square,0.6,150,0.0,150,0.0,150,,,
llm,llama-3.1_coord_list,llama-3.1,coord_list,7x7,triangle,0.5733333333333334,150,0.0,150,0.0,150,,,
llm,llama-3.1_matrix,llama-3.1,matrix,5x5,C,0.30666666666666664,150,0.006666666666666667,150,0.06,150,0.59177304964539,0.6,0.045486005507868056
llm,llama-3.1_matrix,llama-3.1,matrix,5x5,Z,0.30666666666666664,150,0.16,150,0.02,150,0.4770068027210885,0.48,0.016937231663401144
llm,llama-3.1_matrix,llama-3.1,matrix,5x5,cross,0.06666666666666667,150,0.03333333333333333,150,0.04,150,0.6344055944055944,0.64,0.03240636299939289
llm,llama-3.1_matrix,llama-3.1,matrix,5x5,spiral,0.03333333333333333,150,0.006666666666666667,150,0.05333333333333334,150,0.34056338028169014,0.32,0.08397715535261226
llm,llama-3.1_matrix,llama-3.1,matrix,5x5,square,0.26,150,0.006666666666666667,150,0.03333333333333333,150,0.5186206896551724,0.52,0.011938539928826474
llm,llama-3.1_matrix,llama-3.1,matrix,5x5,triangle,0.23333333333333334,150,0.0,150,0.02,150,0.6367346938775511,0.64,0.024104886826378104
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,0.2733333333333333,150,0.0,150,0.013333333333333334,150,0.8466629895201323,0.8571428571428571,0.04846357397994608
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,0.26,150,0.20666666666666667,150,0.0,150,0.7877551020408163,0.7959183673469388,0.042559673610379024
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,cross,0.06,150,0.02,150,0.0,150,0.8877551020408163,0.8979591836734694,0.04267445621730812
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,spiral,0.07333333333333333,150,0.02666666666666667,150,0.02,150,0.6445345261392228,0.6530612244897959,0.046399115978419114
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,square,0.31333333333333335,150,0.0,150,0.04,150,0.8283730158730159,0.8367346938775511,0.04811406383354354
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,0.23333333333333334,150,0.0,150,0.013333333333333334,150,0.8284611141753999,0.8367346938775511,0.0411507773138929
